Compound_CID,Name,Synonyms,Molecular_Formula,InChI,SMILES,InChIKey,IUPAC_Name,MeSH_Headings,Annotation_Content,Linked_BioAssays,Data_Source,Data_Source_Category,Tagged_by_PubChem,Molecular_Weight,Polar_Area,Complexity,XLogP,Heavy_Atom_Count,H-Bond_Donor_Count,H-Bond_Acceptor_Count,Rotatable_Bond_Count,Exact_Mass,Monoisotopic_Mass,Charge,Covalent_Unit_Count,Isotopic_Atom_Count,Total_Atom_Stereo_Count,Defined_Atom_Stereo_Count,Undefined_Atom_Stereo_Count,Total_Bond_Stereo_Count,Defined_Bond_Stereo_Count,Undefined_Bond_Stereo_Count,Linked_PubChem_Literature_Count,Linked_PubChem_Patent_Count,Linked_PubChem_Patent_Family_Count,Annotation_Type_Count,Create_Date
172419088,Anticancer agent 242,Anticancer agent 242|CHEMBL5612032|HY-162721,C59H72ClF3N6O5S2,"InChI=1S/C59H72F3N6O5S2.ClH/c1-5-65(6-2)43-28-30-47-49(38-43)73-50-39-44(66(7-3)8-4)29-31-48(50)51(47)45-22-18-19-23-46(45)59(70)68-35-33-67(34-36-68)58(69)41-26-24-40(25-27-41)32-37-74-56-52(60)53(61)57(75(63,71)72)55(54(56)62)64-42-20-16-14-12-10-9-11-13-15-17-21-42;/h18-19,22-31,38-39,42,64H,5-17,20-21,32-37H2,1-4H3,(H2,63,71,72);1H/q+1;/p-1",CCN(CC)C1=CC2=C(C=C1)C(=C3C=CC(=[N+](CC)CC)C=C3O2)C4=CC=CC=C4C(=O)N5CCN(CC5)C(=O)C6=CC=C(C=C6)CCSC7=C(C(=C(C(=C7F)NC8CCCCCCCCCCC8)S(=O)(=O)N)F)F.[Cl-],GMSYGPSELOPRDM-UHFFFAOYSA-M,"[9-[2-[4-[4-[2-[3-(cyclododecylamino)-2,5,6-trifluoro-4-sulfamoylphenyl]sulfanylethyl]benzoyl]piperazine-1-carbonyl]phenyl]-6-(diethylamino)xanthen-3-ylidene]-diethylazanium chloride",,Biological Test Results,2125226|2125227|2125228|2125229|2125230|2125231|2125232|2125233|2125234,ChEMBL|MedChemexpress MCE,Chemical Vendors|Curation Efforts|Research and Development,,1101.8,162.0,2070,,76,2,13,15,1100.464600,1100.464600,0,2,0,0,0,0,0,0,0,0,0,0,1,20241114
172419100,Anticancer agent 250,CHEMBL5542113|Anticancer agent 250|HY-162752,C26H34Cl2N2O3,"InChI=1S/C26H34Cl2N2O3/c1-29-12-8-21(9-13-29)18-32-22-4-2-20(3-5-22)17-30-14-10-26(31,11-15-30)19-33-23-6-7-24(27)25(28)16-23/h2-7,16,21,31H,8-15,17-19H2,1H3",CN1CCC(CC1)COC2=CC=C(C=C2)CN3CCC(CC3)(COC4=CC(=C(C=C4)Cl)Cl)O,XDSLVSHOGVAEBU-UHFFFAOYSA-N,"4-[(3,4-dichlorophenoxy)methyl]-1-[[4-[(1-methylpiperidin-4-yl)methoxy]phenyl]methyl]piperidin-4-ol",,Biological Test Results|Classification,2086771|2086772|2086773|2086774|2086775|2086776|2086779|2086780|2086781|2086782|2086783|2086784|2086785|2086786|2086787|2086788|2086789|2086790|2086791|2086792|2086793|2086794|2086795|2086796|2086797|2086798|2086799|2086800|2086801|2086802,BindingDB|ChEMBL|MedChemexpress MCE,Chemical Vendors|Curation Efforts|Research and Development,,493.5,45.2,574,5.1,33,1,5,8,492.194641,492.194641,0,1,0,0,0,0,0,0,0,0,0,0,2,20241114
172419118,Anticancer agent 233,Anticancer agent 233|HY-163770,C24H17Cl4N3O2S,"InChI=1S/C24H17Cl4N3O2S/c25-17-3-1-13(20(27)7-17)5-15-11-31(22(32)9-19-10-30-24(29)34-19)12-16(23(15)33)6-14-2-4-18(26)8-21(14)28/h1-8,10H,9,11-12H2,(H2,29,30)/b15-5-,16-6+",C1/C(=C\C2=C(C=C(C=C2)Cl)Cl)/C(=O)/C(=C\C3=C(C=C(C=C3)Cl)Cl)/CN1C(=O)CC4=CN=C(S4)N,GFXKTDYQOMLESK-OPCYYNASSA-N,"(3Z,5E)-1-[2-(2-amino-1,3-thiazol-5-yl)acetyl]-3,5-bis[(2,4-dichlorophenyl)methylidene]piperidin-4-one",,,,MedChemexpress MCE,Chemical Vendors,,553.3,105.0,793,5.9,34,1,5,4,552.976624,550.979553,0,1,0,0,0,0,2,2,0,0,0,0,0,20241114
172419318,Anticancer agent 235,2411108-21-7|Anticancer agent 235|orb2646364|HY-N13063,C17H13ClN2O,"InChI=1S/C17H13ClN2O/c1-20-16-6-3-11(18)7-10(16)8-14-13-5-4-12(21-2)9-15(13)19-17(14)20/h3-9H,1-2H3",CN1C2=C(C=C(C=C2)Cl)C=C3C1=NC4=C3C=CC(=C4)OC,RJKACWUBQPTQCW-UHFFFAOYSA-N,"2-chloro-8-methoxy-5-methylindolo[2,3-b]quinoline",,,,Biorbyt|MedChemexpress MCE|TargetMol,Chemical Vendors,,296.7,27.1,393,4.3,21,0,2,1,296.071655,296.071655,0,1,0,0,0,0,0,0,0,0,0,0,0,20241114
172420038,Anticancer agent 85,Anticancer agent 85|HY-151564,C35H29Cl2N3O5,"InChI=1S/C35H29Cl2N3O5/c36-22-9-5-19(6-10-22)29-15-16-30(45-29)31-28-17-21-3-1-2-4-27(21)39(28)35(25-14-11-23(37)18-26(25)38-34(35)42)32(31)33(41)20-7-12-24(13-8-20)40(43)44/h5-16,18,21,27-28,31-32H,1-4,17H2,(H,38,42)/t21?,27?,28?,31-,32+,35-/m0/s1",C1CCC2C(C1)CC3N2[C@]4([C@H]([C@@H]3C5=CC=C(O5)C6=CC=C(C=C6)Cl)C(=O)C7=CC=C(C=C7)[N+](=O)[O-])C8=C(C=C(C=C8)Cl)NC4=O,VIHMPGIDRYEEJQ-CLFZWHRESA-N,"(2'S,3R,3'S)-6-chloro-3'-[5-(4-chlorophenyl)furan-2-yl]-2'-(4-nitrobenzoyl)spiro[1H-indole-3,1'-2,3,3a,4,4a,5,6,7,8,8a-decahydropyrrolo[1,2-a]indole]-2-one",,,,MedChemexpress MCE,Chemical Vendors,,642.5,108.0,1170,7.4,45,1,6,4,641.148438,641.148438,0,1,0,6,3,3,0,0,0,0,0,0,0,20241119
172419063,Anticancer agent 238,Anticancer agent 238|HY-162670,C17H11ClN4O,"InChI=1S/C17H11ClN4O/c18-17-12(10-20-22-16(23)7-8-19)9-14-13-4-2-1-3-11(13)5-6-15(14)21-17/h1-6,9-10H,7H2,(H,22,23)/b20-10+",C1=CC=C2C(=C1)C=CC3=C2C=C(C(=N3)Cl)/C=N/NC(=O)CC#N,IKHHXTRWCBYTHI-KEBDBYFISA-N,N-[(E)-(3-chlorobenzo[f]quinolin-2-yl)methylideneamino]-2-cyanoacetamide,,,,MedChemexpress MCE,Chemical Vendors,,322.7,78.1,514,3.5,23,1,4,3,322.062134,322.062134,0,1,0,0,0,0,1,1,0,0,0,0,0,20241114
172419099,Anticancer agent 249,CHEMBL5558357|Anticancer agent 249|HY-162751,C25H31Cl2N3O2,"InChI=1S/C25H31Cl2N3O2/c26-23-6-3-21(15-24(23)27)29-25(31)20-9-13-30(14-10-20)16-18-1-4-22(5-2-18)32-17-19-7-11-28-12-8-19/h1-6,15,19-20,28H,7-14,16-17H2,(H,29,31)",C1CNCCC1COC2=CC=C(C=C2)CN3CCC(CC3)C(=O)NC4=CC(=C(C=C4)Cl)Cl,VDKJRYLNDWJWPO-UHFFFAOYSA-N,"N-(3,4-dichlorophenyl)-1-[[4-(piperidin-4-ylmethoxy)phenyl]methyl]piperidine-4-carboxamide",,Biological Test Results|Classification,2086771|2086773|2086774|2086775|2086776|2086779|2086780|2086781|2086782|2086783|2086784|2086785|2086786|2086787|2086788|2086789|2086790|2086791|2086792|2086793|2086794|2086795|2086796|2086797|2086798|2086799|2086800|2086801|2086802|2086803|2086804|2086805|2086806|2086808|2086810,BindingDB|ChEMBL|MedChemexpress MCE,Chemical Vendors|Curation Efforts|Research and Development,,476.4,53.6,574,4.6,32,2,4,7,475.179321,475.179321,0,1,0,0,0,0,0,0,0,0,0,0,2,20241114
172419451,Anticancer agent 240,3039831-27-8|Anticancer agent 240|orb2664644|HY-161845,C22H17ClN6O2S,"InChI=1S/C22H17ClN6O2S/c1-28(32(30,31)21-6-2-4-15-5-3-10-25-22(15)21)13-17-14-29(27-26-17)20-9-11-24-19-12-16(23)7-8-18(19)20/h2-12,14H,13H2,1H3",CN(CC1=CN(N=N1)C2=C3C=CC(=CC3=NC=C2)Cl)S(=O)(=O)C4=CC=CC5=C4N=CC=C5,FMABZMLEOHDPLG-UHFFFAOYSA-N,N-[[1-(7-chloroquinolin-4-yl)triazol-4-yl]methyl]-N-methylquinoline-8-sulfonamide,,,,Biorbyt|MedChemexpress MCE|TargetMol,Chemical Vendors,,464.9,102.0,751,3.2,32,0,7,5,464.082214,464.082214,0,1,0,0,0,0,0,0,0,0,0,0,0,20241114
162653636,Anticancer agent 54,Anticancer agent 54|CHEMBL4753674|HY-146063|CS-0498858|2933882-99-4,C33H36N6,"InChI=1S/C33H36N6/c1-2-3-4-5-6-7-8-13-22-39-25-33(37-38-39)27-18-16-26(17-19-27)28-23-31(29-14-9-11-20-34-29)36-32(24-28)30-15-10-12-21-35-30/h9-12,14-21,23-25H,2-8,13,22H2,1H3",CCCCCCCCCCN1C=C(N=N1)C2=CC=C(C=C2)C3=CC(=NC(=C3)C4=CC=CC=N4)C5=CC=CC=N5,IPNHHWMEUBLGLU-UHFFFAOYSA-N,"4-[4-(1-decyltriazol-4-yl)phenyl]-2,6-dipyridin-2-ylpyridine",,Biological Test Results|Classification|Literature|Biological Test Results: Active|Biological Test Results: Micromolar,1689151|1689152|1689153|1689154|1689155|1689156|1689157|1689158|1689159|1689160|1689161|1689162|1689163|1689164|1689165|1689166|1689167|1689168|1689169|1689170|1689171|1689172|1689173|1689174|1689175|1689176|1689177|1689178|1689179|1689180|1689181|1689182|1689183|1689184|1689185|1689186|1689187|1689188|1689189|1689190|1689191|1689192|1689193|1689194|1689195|1689196|1689197|1689198|1689199|1689200|1689201|1689202|1689203|1689204,AbaChemScene|BLD Pharm|ChEMBL|MedChemexpress MCE|MolGenie,Chemical Vendors|Curation Efforts|Research and Development,,516.7,69.4,641,7.6,39,0,5,13,516.300171,516.300171,0,1,0,0,0,0,0,0,0,1,0,0,5,20220315
162667523,Anticancer agent 63,Anticancer agent 63|2529657-32-5|orb1688214|CHEMBL4787222|DA-50535|HY-147504|CS-0499242,C17H24F3NOSe,"InChI=1S/C17H24F3NOSe/c1-12(2)11-14-5-7-15(8-6-14)13(3)16(22)21-9-4-10-23-17(18,19)20/h5-8,12-13H,4,9-11H2,1-3H3,(H,21,22)",CC(C)CC1=CC=C(C=C1)C(C)C(=O)NCCC[Se]C(F)(F)F,YQWAFTSNGPUFSE-UHFFFAOYSA-N,2-[4-(2-methylpropyl)phenyl]-N-[3-(trifluoromethylselanyl)propyl]propanamide,,Biological Test Results|Classification|Literature|Biological Test Results: Active,1743644|1743645|1743646|1743647|1743648|1743649|1743650|1743651|1743652|1743653|1743654|1743655|1743656|1743657|1743658|1743659|1743660|1743661|1743662,"AbaChemScene|Biorbyt|BLD Pharm|ChEMBL|Debye Scientific Co., Ltd|MedChemexpress MCE|MolGenie|TargetMol",Chemical Vendors|Curation Efforts|Research and Development,,394.3,29.1,352,,23,1,4,8,395.097534,395.097534,0,1,0,1,0,1,0,0,0,1,0,0,4,20220315
162641040,Anticancer agent 17,Anticancer agent 17|HY-141861|CS-0310965,C27H34BrN3O,"InChI=1S/C27H34N3O.BrH/c1-5-8-9-10-15-29-16-13-22(14-17-29)25(20-28)26-18-21(4)24-12-11-23(19-27(24)31-26)30(6-2)7-3;/h11-14,16-19H,5-10,15H2,1-4H3;1H/q+1;/p-1",CCCCCC[N+]1=CC=C(C=C1)/C(=C\2/C=C(C3=C(O2)C=C(C=C3)N(CC)CC)C)/C#N.[Br-],UWCHVCHQQRHGGV-UHFFFAOYSA-M,(2E)-2-[7-(diethylamino)-4-methylchromen-2-ylidene]-2-(1-hexylpyridin-1-ium-4-yl)acetonitrile bromide,,,,AbaChemScene|MedChemexpress MCE,Chemical Vendors,,496.5,40.1,676,,32,0,4,9,495.188538,495.188538,0,2,0,0,0,0,1,1,0,0,0,0,0,20220315
162641672,Anticancer agent 27,Anticancer agent 27|HY-144227|CS-0378577|2768083-61-8,C28H31NO6,"InChI=1S/C28H31NO6/c1-16-18-6-7-19-26-12-4-11-25(2,3)21(26)23(32)28(33,34-15-26)27(19,22(16)31)24(18)35-20(30)8-5-17-9-13-29-14-10-17/h4-5,8-10,12-14,18-19,21,23-24,32-33H,1,6-7,11,15H2,2-3H3/b8-5+/t18-,19?,21?,23-,24+,26+,27-,28?/m0/s1",CC1(CC=C[C@]23C1[C@@H](C([C@]45C2CC[C@H]([C@H]4OC(=O)/C=C/C6=CC=NC=C6)C(=C)C5=O)(OC3)O)O)C,ZLITUQOOIXADIY-ILTHIUDQSA-N,"[(1R,5S,8R,10S,18R)-9,10-dihydroxy-12,12-dimethyl-6-methylidene-7-oxo-17-oxapentacyclo[7.6.2.15,8.01,11.02,8]octadec-14-en-18-yl] (E)-3-pyridin-4-ylprop-2-enoate",,,,AbaChemScene|BLD Pharm|MedChemexpress MCE,Chemical Vendors,,477.5,106.0,1030,2.6,35,2,7,4,477.215149,477.215149,0,1,0,8,5,3,1,1,0,0,0,0,0,20220315
162641671,Anticancer agent 26,Anticancer agent 26|HY-144225|CS-0378560|2768083-79-8,C28H33NO5,"InChI=1S/C28H33NO5/c1-17-19-6-7-20-26-12-4-11-25(2,3)21(26)15-27(32,33-16-26)28(20,23(17)31)24(19)34-22(30)8-5-18-9-13-29-14-10-18/h5,8-10,13-14,19-21,24,32H,1,4,6-7,11-12,15-16H2,2-3H3/b8-5+/t19-,20?,21+,24+,26+,27?,28-/m0/s1",CC1(CCC[C@]23[C@@H]1CC([C@]45C2CC[C@H]([C@H]4OC(=O)/C=C/C6=CC=NC=C6)C(=C)C5=O)(OC3)O)C,ATISONUWEZVDGA-PJQPIYLSSA-N,"[(1S,5S,8R,11R,18R)-9-hydroxy-12,12-dimethyl-6-methylidene-7-oxo-17-oxapentacyclo[7.6.2.15,8.01,11.02,8]octadecan-18-yl] (E)-3-pyridin-4-ylprop-2-enoate",,,,AbaChemScene|BLD Pharm|MedChemexpress MCE,Chemical Vendors,,463.6,85.7,950,4.0,34,1,6,4,463.235870,463.235870,0,1,0,7,5,2,1,1,0,0,0,0,0,20220315
162641675,Anticancer agent 28,Anticancer agent 28|HY-144232|CS-0378582,C28H33NO6,"InChI=1S/C28H33NO6/c1-16-18-6-7-19-26-12-4-11-25(2,3)21(26)23(32)28(33,34-15-26)27(19,22(16)31)24(18)35-20(30)8-5-17-9-13-29-14-10-17/h5,8-10,13-14,18-19,21,23-24,32-33H,1,4,6-7,11-12,15H2,2-3H3/b8-5+/t18-,19?,21?,23-,24+,26+,27-,28?/m0/s1",CC1(CCC[C@]23C1[C@@H](C([C@]45C2CC[C@H]([C@H]4OC(=O)/C=C/C6=CC=NC=C6)C(=C)C5=O)(OC3)O)O)C,KOQSZWQYZSBQDS-ILTHIUDQSA-N,"[(1R,5S,8R,10S,18R)-9,10-dihydroxy-12,12-dimethyl-6-methylidene-7-oxo-17-oxapentacyclo[7.6.2.15,8.01,11.02,8]octadecan-18-yl] (E)-3-pyridin-4-ylprop-2-enoate",,,,AbaChemScene|MedChemexpress MCE,Chemical Vendors,,479.6,106.0,984,3.0,35,2,7,4,479.230774,479.230774,0,1,0,8,5,3,1,1,0,0,0,0,0,20220315
162646255,Anticancer agent 53,"Anticancer agent 53|1926985-18-3|orb1744879|CHEMBL4742027|DA-70923|HY-146407|CS-0498657|(S)-4-Ethyl-3,14-dioxo-3,4,12,14-tetrahydro-1H-pyrano[3',4':6,7]indolizino[1,2-b]quinolin-4-yl ((4-fluorobenzoyl)carbamothioyl)-L-alaninate|[(19S)-19-ethyl-14,18-dioxo-17-oxa-3,13-diazapentacyclo[11.8.0.02,11.04,9.015,20]henicosa-1(21),2,4,6,8,10,15(20)-heptaen-19-yl] (2S)-2-[(4-fluorobenzoyl)carbamothioylamino]propanoate",C31H25FN4O6S,"InChI=1S/C31H25FN4O6S/c1-3-31(42-28(39)16(2)33-30(43)35-26(37)17-8-10-20(32)11-9-17)22-13-24-25-19(12-18-6-4-5-7-23(18)34-25)14-36(24)27(38)21(22)15-41-29(31)40/h4-13,16H,3,14-15H2,1-2H3,(H2,33,35,37,43)/t16-,31-/m0/s1",CC[C@@]1(C2=C(COC1=O)C(=O)N3CC4=CC5=CC=CC=C5N=C4C3=C2)OC(=O)[C@H](C)NC(=S)NC(=O)C6=CC=C(C=C6)F,JYLTXRPPQWQXQB-ZYSBOAIWSA-N,"[(19S)-19-ethyl-14,18-dioxo-17-oxa-3,13-diazapentacyclo[11.8.0.02,11.04,9.015,20]henicosa-1(21),2,4,6,8,10,15(20)-heptaen-19-yl] (2S)-2-[(4-fluorobenzoyl)carbamothioylamino]propanoate",,Biological Test Results|Classification|Literature|Patents|Biological Test Results: Active|Biological Test Results: Micromolar,1702779|1702780|1702781|1702782|1702783|1702784|1702785|1702786|1702787|1702788|1702789|1702790|1702791|1702792|1702793|1702794|1702795|1702796|1702797|1702798|1702799|1702800|1702801|1702802|1702803|1702804|1702805|1702806|1702807|1702808|1702809|1702810|1702811|1702812|1702813|1702814|1702815|1702816|1702817|1702818|1702819|1702820|1702821|1702822|1702823|1702824|1702825|1702827|1702828|1702829|1702830|1702831|1702832|1702833|1702834|1702835|1702836|1702837|1702838|1702839|1702840|1702841|1702842|1702843|1702844|1702845|1702846|1702847|1702848|1702849|1702850|1702851|1702852|1702853|1702854|1702855|1702856|1702857|1702858|1702859|1702860|1702861|1702862|1702863|1702864|1702865|1702866|1702867|1702868|1702869|1702870|1702871|1702872|1702873|1702874|1702875|1702876|1702877|1702878|1702879|1702880|1702881|1702882|1702883|1702884|1702885|1702886|1702887|1702888|1702889|1702890|1702891|1702892|1702893|1702894|1702895|1702896|1702897|1702898|1702899|1702900|1702901,"AbaChemScene|Biorbyt|BLD Pharm|ChEMBL|Debye Scientific Co., Ltd|Google Patents|InvivoChem|MedChemexpress MCE|MolGenie|TargetMol",Chemical Vendors|Curation Efforts|Research and Development,,600.6,159.0,1280,3.8,43,2,9,6,600.147888,600.147888,0,1,0,2,2,0,0,0,0,1,1,1,6,20220315
162647447,Anticancer agent 51,Anticancer agent 51|2521777-38-6|orb1687377|CHEMBL4745543|HY-146396|CS-0498633,C22H20F3N3O2S,"InChI=1S/C22H20F3N3O2S/c1-13(14-3-4-16-12-19(30-2)10-5-15(16)11-14)20(29)27-28-21(31)26-18-8-6-17(7-9-18)22(23,24)25/h3-13H,1-2H3,(H,27,29)(H2,26,28,31)/t13-/m0/s1",C[C@@H](C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)NNC(=S)NC3=CC=C(C=C3)C(F)(F)F,DAUFGNVJEFCGLD-ZDUSSCGKSA-N,1-[[(2S)-2-(6-methoxynaphthalen-2-yl)propanoyl]amino]-3-[4-(trifluoromethyl)phenyl]thiourea,,Biological Test Results|Classification|Literature,1706203|1706204|1706205,AbaChemScene|Biorbyt|BLD Pharm|ChEMBL|MedChemexpress MCE|MolGenie|TargetMol,Chemical Vendors|Curation Efforts|Research and Development,,447.5,94.5,626,5.3,31,3,6,4,447.122833,447.122833,0,1,0,1,1,0,0,0,0,1,0,0,3,20220315
162666532,Anticancer agent 47,Anticancer agent 47|2461795-23-1|orb1688624|CHEMBL4783834|DA-50532|HY-146040|CS-0498286,C19H14N2O4S,"InChI=1S/C19H14N2O4S/c1-25-11-5-6-12-13(8-11)17(23)18(24)14-15(20-19(26)21-16(12)14)9-3-2-4-10(22)7-9/h2-8,15,22H,1H3,(H2,20,21,26)",COC1=CC2=C(C=C1)C3=C(C(NC(=S)N3)C4=CC(=CC=C4)O)C(=O)C2=O,ZNKDMMSFGPJUCT-UHFFFAOYSA-N,"4-(3-hydroxyphenyl)-8-methoxy-2-sulfanylidene-3,4-dihydro-1H-benzo[h]quinazoline-5,6-dione",,Biological Test Results|Classification|Literature|Biological Test Results: Active|Biological Test Results: Micromolar,1740942|1740943|1740944|1740945|1740946|1740947|1740948|1740949|1740950|1740951|1740952|1740953|1740954|1740955|1740956|1740957|1740958|1740959|1740960|1740961|1740962|1740963|1740964|1740965|1740966|1740967|1740968|1740969|1740970|1740971|1740972,"AbaChemScene|Biorbyt|ChEMBL|Debye Scientific Co., Ltd|MedChemexpress MCE|MolGenie|TargetMol",Chemical Vendors|Curation Efforts|Research and Development,,366.4,120.0,676,1.7,26,3,5,2,366.067413,366.067413,0,1,0,1,0,1,0,0,0,1,0,0,5,20220315
162672642,Anticancer agent 251,CAY10773|1648546-79-5|Anticancer agent 251|orb1693365|CHEMBL4794834|AKOS040755499|HY-141649,C22H17Cl2N5O,"InChI=1S/C22H17Cl2N5O/c23-18-9-8-16(11-19(18)24)29-22(30)28-15-5-3-4-14(10-15)12-25-21-17-6-1-2-7-20(17)26-13-27-21/h1-11,13H,12H2,(H,25,26,27)(H2,28,29,30)",C1=CC=C2C(=C1)C(=NC=N2)NCC3=CC(=CC=C3)NC(=O)NC4=CC(=C(C=C4)Cl)Cl,UFOVWAAXBJCADF-UHFFFAOYSA-N,"1-(3,4-dichlorophenyl)-3-[3-[(quinazolin-4-ylamino)methyl]phenyl]urea",,Biological Test Results|Classification|Literature|Biological Test Results: Active,1742793|1742794|1742795|1742796|1742797|1742798|1742799|1742800|1742801|1742802|1742803|1742804|1742805|1742806|1742807|1742808|1742809|1742810|1742811|1742812|1742813|1742814|1742815|1742816|1742817|1742818|1742819|1742820|1742821|1742822|1742823|1742824|1742826|1742827|1742828|1742829|1742830|1742831|1742832|1742833|1742834|1742835|1742836|1742842|1742843|1742844|1742845|1742846|1742847|1742848|1742849|1742850|1742851|1742852|1742853|1742854|1742855|1742856|1742857|1742858|1742859|1742860|1742861|1742862|1742863|1742864|1742865|1742866|1742867|1742868|1742869|1742870|1742871|1742872|1742873|1742874|1742875|1742876|1742877|1742878|1742879,AKos Consulting & Solutions|Biorbyt|ChEMBL|Mcule|MedChemexpress MCE|MolGenie|Molport|Probes & Drugs portal|TargetMol,Chemical Vendors|Curation Efforts|Research and Development,,438.3,78.9,568,5.2,30,3,4,5,437.081024,437.081024,0,1,0,0,0,0,0,0,0,1,0,0,4,20220315
162654198,Anticancer agent 60,Anticancer agent 60|2162169-14-2|orb1686367|CHEMBL4754424|HY-146465|CS-0499057,C27H33N5O4S,"InChI=1S/C27H33N5O4S/c1-29-13-15-31(16-14-29)17-18-32(25-11-12-26(35-3)28-27(25)36-4)37(33,34)20-9-10-24-22(19-20)21-7-5-6-8-23(21)30(24)2/h5-12,19H,13-18H2,1-4H3",CN1CCN(CC1)CCN(C2=C(N=C(C=C2)OC)OC)S(=O)(=O)C3=CC4=C(C=C3)N(C5=CC=CC=C54)C,RZGIJOJMXBIKDZ-UHFFFAOYSA-N,"N-(2,6-dimethoxy-3-pyridinyl)-9-methyl-N-[2-(4-methylpiperazin-1-yl)ethyl]carbazole-3-sulfonamide",,Biological Test Results|Classification|Literature|Patents|Biological Test Results: Active,1690539|1690540|1690541|1690548|1690552|1690553|1690554|1690556|1690557|1690558|1690559|1690560|1690561|1690562|1690564|1690566,AbaChemScene|Biorbyt|BLD Pharm|ChEMBL|Google Patents|InvivoChem|MedChemexpress MCE|MolGenie|TargetMol,Chemical Vendors|Curation Efforts|Research and Development,,523.6,88.5,848,3.4,37,0,8,8,523.225342,523.225342,0,1,0,0,0,0,0,0,0,1,8,2,5,20220315
156011606,Anticancer agent 25,Anticancer agent 25|2401013-08-7|orb1744883|CHEMBL4638068|DA-50528|HY-143641|CS-0374278,C37H45BrN2O3,"InChI=1S/C37H44N2O3.BrH/c1-5-6-7-8-9-10-18-38-36-32-23-39-19-17-28-21-34-35(42-24-41-34)22-30(28)37(39)31(29(32)15-16-33(36)40-4)20-26-11-13-27(14-12-26)25(2)3;/h11-16,21-23,25H,5-10,17-20,24H2,1-4H3;1H",CCCCCCCCNC1=C(C=CC2=C(C3=[N+](CCC4=CC5=C(C=C43)OCO5)C=C21)CC6=CC=C(C=C6)C(C)C)OC.[Br-],CWISSTVNSNYSFG-UHFFFAOYSA-N,"17-methoxy-N-octyl-21-[(4-propan-2-ylphenyl)methyl]-5,7-dioxa-13-azoniapentacyclo[11.8.0.02,10.04,8.015,20]henicosa-1(13),2,4(8),9,14,16,18,20-octaen-16-amine bromide",,Biological Test Results|Classification|Literature|Patents|Biological Test Results: Active|Biological Test Results: Micromolar,1646865|1646866|1646867|1646868|1646869|1646870|1646871|1646872|1646873|1646874|1646875|1646876|1646877|1646878|1646879|1646880|1646881|1646882|1646883|1646884|1646886,"AbaChemScene|Biorbyt|BLD Pharm|ChEMBL|Debye Scientific Co., Ltd|Google Patents|MedChemexpress MCE|MolGenie|TargetMol",Chemical Vendors|Curation Efforts|Research and Development,,645.7,43.6,815,,43,1,5,12,644.261353,644.261353,0,2,0,0,0,0,0,0,0,1,5,5,6,20210727
155561157,Anticancer agent 127,"CHEMBL4581366|2410953-19-2|Anticancer agent 127|orb2278096|GLXC-27461|BDBM50530582|PD170064|HY-155018|142D6|(R)-1-((S)-1-((S)-2-Cyclohexyl-2-((S)-2-(methylamino)propanamido)acetyl)pyrrolidine-2-carboxamido)-2,3-dihydro-1H-inden-4-yl sulfurofluoridate",C26H37FN4O6S,"InChI=1S/C26H37FN4O6S/c1-16(28-2)24(32)30-23(17-8-4-3-5-9-17)26(34)31-15-7-11-21(31)25(33)29-20-14-13-19-18(20)10-6-12-22(19)37-38(27,35)36/h6,10,12,16-17,20-21,23,28H,3-5,7-9,11,13-15H2,1-2H3,(H,29,33)(H,30,32)/t16-,20+,21-,23-/m0/s1",C[C@@H](C(=O)N[C@@H](C1CCCCC1)C(=O)N2CCC[C@H]2C(=O)N[C@@H]3CCC4=C3C=CC=C4OS(=O)(=O)F)NC,YVERFLKIJOIKPE-HXGJMTJLSA-N,"(2S)-1-[(2S)-2-cyclohexyl-2-[[(2S)-2-(methylamino)propanoyl]amino]acetyl]-2-[[(1R)-4-fluorosulfonyloxy-2,3-dihydro-1H-inden-1-yl]carbamoyl]pyrrolidine",,Biological Test Results|Classification|Literature|Biological Test Results: Active|Biological Test Results: Micromolar,1616476|1616477|1616478|1616479|1616480|1616481|1616482|1616483|1616484|1616485|1616486|1616487|1616488|1616489|1616490|1616491|1616492|1616493|1616494|1616495|1616496|1616497|1616498|1616499|1616500|1616501|1616502|1616503|1990786|1990787|1990788|1990789|1990790|1990791|1990792|1990793|1990794|1990795|1990796|1990797|1990798|1990799|1990800|1990801|1990802|1990803,BindingDB|Biorbyt|ChEMBL|Glixx Labs Inc|MedChemexpress MCE|MolGenie|Probes & Drugs portal|TargetMol,Chemical Vendors|Curation Efforts|Research and Development,,552.7,142.0,969,3.3,38,3,8,9,552.241760,552.241760,0,1,0,4,4,0,0,0,0,2,0,0,5,20210217
