Compound_CID,Name,Synonyms,Molecular_Formula,InChI,SMILES,InChIKey,IUPAC_Name,MeSH_Headings,Annotation_Content,Linked_BioAssays,Data_Source,Data_Source_Category,Tagged_by_PubChem,Molecular_Weight,Polar_Area,Complexity,XLogP,Heavy_Atom_Count,H-Bond_Donor_Count,H-Bond_Acceptor_Count,Rotatable_Bond_Count,Exact_Mass,Monoisotopic_Mass,Charge,Covalent_Unit_Count,Isotopic_Atom_Count,Total_Atom_Stereo_Count,Defined_Atom_Stereo_Count,Undefined_Atom_Stereo_Count,Total_Bond_Stereo_Count,Defined_Bond_Stereo_Count,Undefined_Bond_Stereo_Count,Linked_PubChem_Literature_Count,Linked_PubChem_Patent_Count,Linked_PubChem_Patent_Family_Count,Annotation_Type_Count,Create_Date
163409195,Anticancer agent 68,Anticancer agent 68|HY-147783|CS-0527461,C14H14ClNO5,"InChI=1S/C14H14ClNO5/c1-7-4-10(20-6-9-5-11(15)16-21-9)8(2)13(17)12(7)14(18)19-3/h4-5,17H,6H2,1-3H3",CC1=CC(=C(C(=C1C(=O)OC)O)C)OCC2=CC(=NO2)Cl,VEVJGXWLHBIRDE-UHFFFAOYSA-N,"methyl 4-[(3-chloro-1,2-oxazol-5-yl)methoxy]-2-hydroxy-3,6-dimethylbenzoate",,,,AbaChemScene|MedChemexpress MCE,Chemical Vendors,,311.72,81.8,369,3.6,21,1,6,5,311.056061,311.056061,0,1,0,0,0,0,0,0,0,0,0,0,0,20220630
163196215,Anticancer agent 33,Anticancer agent 33|HY-115947,C49H84N2O11,"InChI=1S/C49H84N2O11/c1-6-7-8-18-23-37(59-47(56)38-25-21-32-51(38)45(54)34-50-48(57)62-49(3,4)5)24-20-27-40(53)42-29-31-44(61-42)43-30-28-41(60-43)39(52)26-19-16-14-12-10-9-11-13-15-17-22-36-33-35(2)58-46(36)55/h33,35,37-44,52-53H,6-32,34H2,1-5H3,(H,50,57)/t35-,37-,38-,39+,40-,41+,42+,43+,44+/m0/s1",CCCCCC[C@@H](CCC[C@@H]([C@H]1CC[C@@H](O1)[C@H]2CC[C@@H](O2)[C@@H](CCCCCCCCCCCCC3=C[C@@H](OC3=O)C)O)O)OC(=O)[C@@H]4CCCN4C(=O)CNC(=O)OC(C)(C)C,CFTHBBLOPSXQGX-VNGIAEKZSA-N,"[(1S,5S)-1-hydroxy-1-[(2R,5R)-5-[(2R,5R)-5-[(1R)-1-hydroxy-13-[(2S)-2-methyl-5-oxo-2H-furan-4-yl]tridecyl]oxolan-2-yl]oxolan-2-yl]undecan-5-yl] (2S)-1-[2-[(2-methylpropan-2-yl)oxycarbonylamino]acetyl]pyrrolidine-2-carboxylate",,,,BLD Pharm|MedChemexpress MCE,Chemical Vendors,,877.2,170.0,1380,10.9,62,3,11,32,876.607483,876.607483,0,1,0,9,9,0,0,0,0,0,0,0,0,20220428
163196219,Anticancer agent 36,Anticancer agent 36|HY-115961|4-Methyl-N-((4-(naphthalen-2-yl)thiazol-2-yl)carbamoyl)benzenesulfonamide|2902563-76-0,C21H17N3O3S2,"InChI=1S/C21H17N3O3S2/c1-14-6-10-18(11-7-14)29(26,27)24-20(25)23-21-22-19(13-28-21)17-9-8-15-4-2-3-5-16(15)12-17/h2-13H,1H3,(H2,22,23,24,25)",CC1=CC=C(C=C1)S(=O)(=O)NC(=O)NC2=NC(=CS2)C3=CC4=CC=CC=C4C=C3,LOPHKIBWIYDHOP-UHFFFAOYSA-N,"1-(4-methylphenyl)sulfonyl-3-(4-naphthalen-2-yl-1,3-thiazol-2-yl)urea",,,,BLD Pharm|MedChemexpress MCE,Chemical Vendors,,423.5,125.0,673,5.2,29,2,5,4,423.071136,423.071136,0,1,0,0,0,0,0,0,0,0,0,0,0,20220428
163198544,Anticancer agent 15,Anticancer agent 15|2710312-73-3|orb1690660|CHEMBL5081755|AKOS040757986|DA-61104|HY-139860|CS-0256151,C35H40Cl2N2O5,"InChI=1S/C35H40Cl2N2O5/c1-9-33(7)17-25(43-31(41)23-12-20(4)38-26(36)14-23)34(8)19(3)10-11-35(16-18(2)28(40)29(34)35)22(6)30(33)44-32(42)24-13-21(5)39-27(37)15-24/h9,12-15,19,22,25,29-30H,1-2,10-11,16-17H2,3-8H3/t19-,22+,25-,29+,30+,33-,34+,35+/m1/s1",C[C@@H]1CC[C@@]23CC(=C)C(=O)[C@H]2[C@@]1([C@@H](C[C@@]([C@H]([C@@H]3C)OC(=O)C4=CC(=NC(=C4)C)Cl)(C)C=C)OC(=O)C5=CC(=NC(=C5)C)Cl)C,SUOGAIXTVMMXCE-KABCVVLBSA-N,"[(1S,2R,3S,4S,6R,7R,8R,14R)-3-(2-chloro-6-methylpyridine-4-carbonyl)oxy-4-ethenyl-2,4,7,14-tetramethyl-10-methylidene-9-oxo-6-tricyclo[5.4.3.01,8]tetradecanyl] 2-chloro-6-methylpyridine-4-carboxylate",,Biological Test Results|Classification|Literature|Biological Test Results: Active,1833220|1833221|1833222|1833223|1833224|1833225,"AbaChemScene|AKos Consulting & Solutions|Biorbyt|BOC Sciences|ChEMBL|Debye Scientific Co., Ltd|MedChemexpress MCE|MolGenie|TargetMol",Chemical Vendors|Curation Efforts|Research and Development,,639.6,95.5,1200,9.2,44,0,7,7,638.231445,638.231445,0,1,0,8,8,0,0,0,0,1,0,0,4,20220430
163196214,Anticancer agent 30,Anticancer agent 30|HY-115943|2907774-88-1,C22H15ClFNO,"InChI=1S/C22H15ClFNO/c23-17-9-5-15(6-10-17)13-20-19-3-1-2-4-21(19)25(22(20)26)14-16-7-11-18(24)12-8-16/h1-13H,14H2/b20-13-",C1=CC=C2C(=C1)/C(=C/C3=CC=C(C=C3)Cl)/C(=O)N2CC4=CC=C(C=C4)F,PFHUFWNFTOQYSB-MOSHPQCFSA-N,(3Z)-3-[(4-chlorophenyl)methylidene]-1-[(4-fluorophenyl)methyl]indol-2-one,,Classification,,BLD Pharm|MedChemexpress MCE,Chemical Vendors,,363.8,20.3,534,5.3,26,0,2,3,363.082611,363.082611,0,1,0,0,0,0,1,1,0,0,0,0,1,20220428
163196218,Anticancer agent 35,Anticancer agent 35|HY-115960|2902563-75-9,C15H13N3O3S3,"InChI=1S/C15H13N3O3S3/c1-10-4-6-11(7-5-10)24(20,21)18-14(19)17-15-16-12(9-23-15)13-3-2-8-22-13/h2-9H,1H3,(H2,16,17,18,19)",CC1=CC=C(C=C1)S(=O)(=O)NC(=O)NC2=NC(=CS2)C3=CC=CS3,JYYMCJAPFDGTKU-UHFFFAOYSA-N,"1-(4-methylphenyl)sulfonyl-3-(4-thiophen-2-yl-1,3-thiazol-2-yl)urea",,,,BLD Pharm|MedChemexpress MCE,Chemical Vendors,,379.5,153.0,544,3.7,24,2,6,4,379.011902,379.011902,0,1,0,0,0,0,0,0,0,0,0,0,0,20220428
163196222,Anticancer agent 39,Anticancer agent 39|HY-115980,C50H65N5O10,"InChI=1S/C50H65N5O10/c1-31-36-28-38(56)42-49-16-9-15-48(2,3)39(49)29-40(50(42,43(31)57)44(36)58)65-47(49)64-21-8-10-32-30-54(52-51-32)19-22-61-24-26-63-27-25-62-23-20-55-45(59)34-12-7-11-33-37(53-17-5-4-6-18-53)14-13-35(41(33)34)46(55)60/h7,11-14,30,36,38-40,42,44,47,56,58H,1,4-6,8-10,15-29H2,2-3H3/t36-,38-,39+,40+,42-,44?,47+,49?,50+/m0/s1",CC1(CCCC23[C@@H]1C[C@H]([C@]45[C@H]2[C@H](C[C@H](C4O)C(=C)C5=O)O)O[C@H]3OCCCC6=CN(N=N6)CCOCCOCCOCCN7C(=O)C8=C9C(=C(C=C8)N1CCCCC1)C=CC=C9C7=O)C,NUZOFQOVVLZSJD-NQGOYDDGSA-N,"2-[2-[2-[2-[2-[4-[3-[[(2S,3S,5S,8S,9R,11R,16R)-3,18-dihydroxy-12,12-dimethyl-6-methylidene-7-oxo-17-oxapentacyclo[7.6.2.15,8.01,11.02,8]octadecan-16-yl]oxy]propyl]triazol-1-yl]ethoxy]ethoxy]ethoxy]ethyl]-6-piperidin-1-ylbenzo[de]isoquinoline-1,3-dione",,,,MedChemexpress MCE,Chemical Vendors,,896.1,175.0,1760,4.5,65,2,13,18,895.473145,895.473145,0,1,0,9,7,2,0,0,0,0,0,0,0,20220428
163198526,Anticancer agent 14,Anticancer agent 14|CHEMBL5081585|HY-139828|CS-0255848|2762698-14-4,C29H34N2O3,"InChI=1S/C29H34N2O3/c1-32-26-12-8-23(9-13-26)20-25-22-34-29-7-3-2-6-28(29)31(25)21-24-10-14-27(15-11-24)33-19-18-30-16-4-5-17-30/h2-3,6-15,25H,4-5,16-22H2,1H3/t25-/m0/s1",COC1=CC=C(C=C1)C[C@H]2COC3=CC=CC=C3N2CC4=CC=C(C=C4)OCCN5CCCC5,HKGSZICHKDTCJI-VWLOTQADSA-N,"(3S)-3-[(4-methoxyphenyl)methyl]-4-[[4-(2-pyrrolidin-1-ylethoxy)phenyl]methyl]-2,3-dihydro-1,4-benzoxazine",,Biological Test Results|Classification|Literature|Biological Test Results: Active|Biological Test Results: Micromolar,1833409|1833410|1833411|1833413|1833414|1833415|1833416|1833417|1833418|1833419|1833420|1833421|1833422|1833423|1833424|1833425|1833426|1833427|1833428|1833429|1833430|1833431|1833432|1833433|1833434|1833435|1833436|1833437|1833438|1833439|1833440|1833441|1833442|1833443|1833444|1833445|1833446|1833447|1833448|1833449|1833450|1833451|1833452|1833453|1833454|1833455|1833456|1833457,AbaChemScene|BLD Pharm|ChEMBL|MedChemexpress MCE|MolGenie,Chemical Vendors|Curation Efforts|Research and Development,,458.6,34.2,582,5.8,34,0,5,9,458.256958,458.256958,0,1,0,1,1,0,0,0,0,1,0,0,5,20220430
163322347,Anticancer agent 42,Anticancer agent 42|2687265-18-3|orb1688261|CHEMBL5190428|SCHEMBL28617451|DA-70920|HY-146516|CS-0437144,C19H16Cl2N2O3,"InChI=1S/C19H16Cl2N2O3/c1-10-13(11-4-2-3-5-12(11)22-10)14-15(20)19(25)16(21)17(18(14)24)23-6-8-26-9-7-23/h2-5,22H,6-9H2,1H3",CC1=C(C2=CC=CC=C2N1)C3=C(C(=O)C(=C(C3=O)N4CCOCC4)Cl)Cl,QGROEQOAPSQCOH-UHFFFAOYSA-N,"2,6-dichloro-3-(2-methyl-1H-indol-3-yl)-5-morpholin-4-ylcyclohexa-2,5-diene-1,4-dione",,Biological Test Results|Classification|Literature|Patents|Biological Test Results: Active|Biological Test Results: Micromolar,1882975|1882976|1882977|1882978|1882979|1882981|1882982|1882983|1882984|1882985|1882986|1882987|1882988|1882989|1882990|1882991|1882992|1882993|1882994|1882995|1882996|1882997|1882998|1882999|1883000|1883001|1883002|1883003|1883004|1883005|1883006|1883007|1883008|1883009|1883010|1883011|1883012|1883013|1883014|1883015|1883016|1883017|1883018|1883019|1883020|1883021|1883022|1883023|1883024|1883025|1883026|1883027|1883028|1883029|1883030|1883031|1883032|1883033|1883034|1883035|1883036|1883037|1883038|1883039|1883040|1883041|1883042|1883043|1883044|1883045|1883046|1883047|1883048|1883049|1883050|1883051|1883052|1883053|1883054|1883055|1883056|1883057|1883058|1883059|1883060|1883061|1883062|1883063|1883064|1883065,"AbaChemScene|Biorbyt|BLD Pharm|ChEMBL|Debye Scientific Co., Ltd|Google Patents|InvivoChem|MedChemexpress MCE|MolGenie|SureChEMBL|TargetMol",Chemical Vendors|Curation Efforts|Research and Development,,391.2,62.4,697,3.8,26,1,4,2,390.053802,390.053802,0,1,0,0,0,0,0,0,0,1,3,2,6,20220602
163323736,Anticancer agent 12,Anticancer agent 12|CHEMBL4850739|HY-139705|CS-0254118,C16H17BrN4O2S,"InChI=1S/C16H17BrN4O2S/c1-21(20-19-13-4-2-12(17)3-5-13)16(23)18-10-11-24-15-8-6-14(22)7-9-15/h2-9,22H,10-11H2,1H3,(H,18,23)",CN(C(=O)NCCSC1=CC=C(C=C1)O)N=NC2=CC=C(C=C2)Br,BKVPVENZQLBBSA-UHFFFAOYSA-N,1-[(4-bromophenyl)diazenyl]-3-[2-(4-hydroxyphenyl)sulfanylethyl]-1-methylurea,,Biological Test Results|Classification|Literature,1769423|1769424|1769425|1769426|1769427|1769428|1769429|1769430|1769443|1769444|1769445|1769446|1769447,AbaChemScene|ChEMBL|MedChemexpress MCE|MolGenie,Chemical Vendors|Curation Efforts|Research and Development,,409.3,103.0,411,4.2,24,2,5,6,408.025574,408.025574,0,1,0,0,0,0,0,0,0,1,0,0,3,20220607
163196213,Anticancer agent 29,Anticancer agent 29|HY-115942|2907774-89-2,C22H15ClFNO,"InChI=1S/C22H15ClFNO/c23-17-9-5-15(6-10-17)13-20-19-3-1-2-4-21(19)25(22(20)26)14-16-7-11-18(24)12-8-16/h1-13H,14H2/b20-13+",C1=CC=C2C(=C1)/C(=C\C3=CC=C(C=C3)Cl)/C(=O)N2CC4=CC=C(C=C4)F,PFHUFWNFTOQYSB-DEDYPNTBSA-N,(3E)-3-[(4-chlorophenyl)methylidene]-1-[(4-fluorophenyl)methyl]indol-2-one,,Classification,,BLD Pharm|MedChemexpress MCE,Chemical Vendors,,363.8,20.3,534,5.3,26,0,2,3,363.082611,363.082611,0,1,0,0,0,0,1,1,0,0,0,0,1,20220428
163196217,Anticancer agent 34,Anticancer agent 34|2379335-06-3|orb1687289|HY-115959,C17H14BrN3O3S2,"InChI=1S/C17H14BrN3O3S2/c1-11-2-8-14(9-3-11)26(23,24)21-16(22)20-17-19-15(10-25-17)12-4-6-13(18)7-5-12/h2-10H,1H3,(H2,19,20,21,22)",CC1=CC=C(C=C1)S(=O)(=O)NC(=O)NC2=NC(=CS2)C3=CC=C(C=C3)Br,MARSLVWRGVPRLW-UHFFFAOYSA-N,"1-[4-(4-bromophenyl)-1,3-thiazol-2-yl]-3-(4-methylphenyl)sulfonylurea",,,,Biorbyt|BLD Pharm|InvivoChem|MedChemexpress MCE|TargetMol,Chemical Vendors,,452.3,125.0,583,4.7,26,2,5,4,450.966003,450.966003,0,1,0,0,0,0,0,0,0,0,0,0,0,20220428
170453114,Anticancer agent 176,Anticancer agent 176|CHEMBL5591943|HY-163089|CS-0911042,C30H28F7NO5,"InChI=1S/C30H28F7NO5/c1-16(19-11-20(29(32,33)34)13-21(12-19)30(35,36)37)41-28-26(39-14-17-7-9-22(31)10-8-17)24(38)25-23(42-28)15-40-27(43-25)18-5-3-2-4-6-18/h2-13,16,23-28H,14-15,38H2,1H3/t16-,23-,24+,25-,26-,27-,28+/m1/s1",C[C@H](C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F)O[C@@H]2[C@@H]([C@H]([C@H]3[C@H](O2)CO[C@H](O3)C4=CC=CC=C4)N)OCC5=CC=C(C=C5)F,CITXYRJRRLSILW-CHVHVRSUSA-N,"(2R,4aR,6S,7R,8S,8aS)-6-[(1R)-1-[3,5-bis(trifluoromethyl)phenyl]ethoxy]-7-[(4-fluorophenyl)methoxy]-2-phenyl-4,4a,6,7,8,8a-hexahydropyrano[3,2-d][1,3]dioxin-8-amine",,Biological Test Results|Classification,2097098|2097100|2097101,AbaChemScene|ChEMBL|MedChemexpress MCE,Chemical Vendors|Curation Efforts|Research and Development,,615.5,72.2,858,5.4,43,1,13,7,615.185547,615.185547,0,1,0,7,7,0,0,0,0,0,0,0,2,20240206
168475869,Anticancer agent 132,Anticancer agent 132|HY-149343|CS-0880928,C24H17Cl3F3N5ORh-2,"InChI=1S/C22H14ClF3N4O.C2H4N.2ClH.Rh/c23-16-11-12-19(28-20(16)21(31)27-15-9-5-2-6-10-15)30-17(14-7-3-1-4-8-14)13-18(29-30)22(24,25)26;1-2-3;;;/h1-13H,(H,27,31);2H,1H3;2*1H;/q;-1;;;+2/p-3",CC=[N-].C1=CC=C(C=C1)C2=CC(=NN2C3=NC(=C(C=C3)Cl)C(=O)[N-]C4=CC=CC=C4)C(F)(F)F.Cl[Rh]Cl,RQZWLGUDQWIJRV-UHFFFAOYSA-K,[3-chloro-6-[5-phenyl-3-(trifluoromethyl)pyrazol-1-yl]pyridine-2-carbonyl]-phenylazanide;dichlororhodium;ethylideneazanide,,Classification,,AbaChemScene|MedChemexpress MCE,Chemical Vendors,,657.7,49.8,685,,37,0,8,2,655.950562,655.950562,-2,3,0,0,0,0,0,0,0,0,0,0,1,20230905
168475889,Anticancer agent 139,Anticancer agent 139|2954795-29-8|EX-A11603|NSC833194|NSC-833194|HY-149388|CS-0884473,C16H12F3N3O,"InChI=1S/C16H12F3N3O/c1-8-3-4-13(9(2)5-8)20-16-22-21-15(23-16)10-6-11(17)14(19)12(18)7-10/h3-7H,1-2H3,(H,20,22)",CC1=CC(=C(C=C1)NC2=NN=C(O2)C3=CC(=C(C(=C3)F)F)F)C,YVXYCCNBPZAKMF-UHFFFAOYSA-N,"N-(2,4-dimethylphenyl)-5-(3,4,5-trifluorophenyl)-1,3,4-oxadiazol-2-amine",,Biological Test Results|Classification,1794731|1794732|1794733|1794735|1794736|1794738|1794739|1794740|1794742|1794745|1794746|1794748|1794750|1794751|1794752|1794753|1794754|1794755|1794756|1794758|1794759|1794760|1794761|1794763|1794764|1794765|1794766|1794767|1794768|1794769|1794771|1794772|1794773|1794774|1794775|1794776|1794777|1794778|1794779|1794781|1794782|1794783|1794784|1794785|1794786|1794787|1794788|1794789|1794790|1794792|1794793|1794794|1794795|1794796|1794798|1794799|1794800|2202374,AbaChemScene|BLD Pharm|DTP/NCI|Excenen Pharmatech|MedChemexpress MCE,Chemical Vendors|Governmental Organizations,,319.28,51.0,391,4.3,23,1,7,3,319.093262,319.093262,0,1,0,0,0,0,0,0,0,0,0,0,2,20230905
168475913,Anticancer agent 130,Anticancer agent 130|CHEMBL5398874|HY-149890|CS-0880610,C38H46FN5O5,"InChI=1S/C38H46FN5O5/c1-3-42(4-2)32-12-7-30-25-35(49-34(30)26-32)37(46)28-8-13-33(14-9-28)48-24-23-40-15-19-43(20-16-40)36(45)27-41-17-21-44(22-18-41)38(47)29-5-10-31(39)11-6-29/h5-14,25-26,37,46H,3-4,15-24,27H2,1-2H3",CCN(CC)C1=CC2=C(C=C1)C=C(O2)C(C3=CC=C(C=C3)OCCN4CCN(CC4)C(=O)CN5CCN(CC5)C(=O)C6=CC=C(C=C6)F)O,AGHLFGPKFAEWAZ-UHFFFAOYSA-N,1-[4-[2-[4-[[6-(diethylamino)-1-benzofuran-2-yl]-hydroxymethyl]phenoxy]ethyl]piperazin-1-yl]-2-[4-(4-fluorobenzoyl)piperazin-1-yl]ethanone,,Biological Test Results|Classification|Literature,1971014|1971015|1971016|1971017|1971018|1971019|1971020|1971021|1971022|1971023|1971024|1971025|1971026|1971027,AbaChemScene|ChEMBL|MedChemexpress MCE,Chemical Vendors|Curation Efforts|Research and Development,,671.8,92.9,1040,4.4,49,1,9,12,671.348328,671.348328,0,1,0,1,0,1,0,0,0,1,0,0,3,20230905
168475945,Anticancer agent 121,Anticancer agent 121|2924532-47-6|orb2278130|HY-154865|CS-0835408,C19H18N2O3S,"InChI=1S/C19H18N2O3S/c1-23-16-10-8-15(9-11-16)21-17(14-6-4-3-5-7-14)13-25-19(21)20-12-18(22)24-2/h3-11,13H,12H2,1-2H3",COC1=CC=C(C=C1)N2C(=CSC2=NCC(=O)OC)C3=CC=CC=C3,WFLZTDPYZPHQAY-UHFFFAOYSA-N,"methyl 2-[[3-(4-methoxyphenyl)-4-phenyl-1,3-thiazol-2-ylidene]amino]acetate",,,,AbaChemScene|Biorbyt|BLD Pharm|MedChemexpress MCE|Molport|TargetMol,Chemical Vendors,,354.4,76.4,521,3.8,25,0,5,6,354.103821,354.103821,0,1,0,0,0,0,0,0,0,0,0,0,0,20230905
168476041,Anticancer agent 135,Anticancer agent 135|CHEMBL5630801|2957914-60-0|EX-A16311|HY-155543|CS-0881303,C23H21F3N4OS,"InChI=1S/C23H21F3N4OS/c24-23(25,26)19-13-18(9-8-17(19)14-27)30-21(31)15-29(22(30)32)12-4-11-28-10-3-6-16-5-1-2-7-20(16)28/h1-2,5,7-9,13H,3-4,6,10-12,15H2",C1CC2=CC=CC=C2N(C1)CCCN3CC(=O)N(C3=S)C4=CC(=C(C=C4)C#N)C(F)(F)F,MIMPYGQNLHSBED-UHFFFAOYSA-N,"4-[3-[3-(3,4-dihydro-2H-quinolin-1-yl)propyl]-5-oxo-2-sulfanylideneimidazolidin-1-yl]-2-(trifluoromethyl)benzonitrile",,Biological Test Results|Classification,2131531|2131532|2131533|2131534|2131535|2131536|2131537|2131538|2131539|2131540|2131541|2131542|2131543|2131544|2131545|2131546|2131547|2131548|2131549|2131550|2131551|2131552|2131553|2131554|2131555|2131556|2131557|2131558|2131559|2131560|2131561|2131562|2131563|2131564|2131565|2131566|2131567|2131568|2131569|2131570|2131571|2131572|2131573|2131574|2131575|2131576|2131577|2131578|2131579|2131580|2131581|2131582|2131583|2131584|2131585|2131586|2131587|2131588|2131589|2131590|2131591|2131592|2131593|2131594|2131595|2131596|2131597,AbaChemScene|BindingDB|BLD Pharm|ChEMBL|Excenen Pharmatech|MedChemexpress MCE,Chemical Vendors|Curation Efforts|Research and Development,,458.5,82.7,766,4.6,32,0,7,5,458.138824,458.138824,0,1,0,0,0,0,0,0,0,0,0,0,2,20230905
168476189,Anticancer agent 142,"Anticancer agent 142|2948338-60-9|orb2277631|SCHEMBL25232182|BDBM723123|US20250059220, Compound 235|HY-156606|CS-0886006",C13H14BrF2N2O7PS2,"InChI=1S/C13H14BrF2N2O7PS2/c14-9-7-4-6(12(17)19)5-8(25-2-1-3-28(18,23)24)10(7)27-11(9)13(15,16)26(20,21)22/h4-5H,1-3H2,(H2,17,19)(H2,18,23,24)(H2,20,21,22)",C1=C(C=C(C2=C1C(=C(S2)C(F)(F)P(=O)(O)O)Br)OCCCS(=O)(=O)N)C(=O)N,PWHDUPBMMZXPOG-UHFFFAOYSA-N,[[3-bromo-5-carbamoyl-7-(3-sulfamoylpropoxy)-1-benzothiophen-2-yl]-difluoromethyl]phosphonic acid,,Biological Test Results|Classification|Patents,2061090|2061091,AbaChemScene|BindingDB|Biorbyt|MedChemexpress MCE|PATENTSCOPE (WIPO)|SureChEMBL|TargetMol,Chemical Vendors|Curation Efforts|Governmental Organizations|Research and Development,,523.299,207.0,748,0.3,28,4,11,8,521.913147,521.913147,0,1,0,0,0,0,0,0,0,0,2,1,3,20230905
168510285,Anticancer agent 111,Anticancer agent 111|HY-149977|CS-0774289,C42H60O4,"InChI=1S/C42H60O4/c1-37-19-11-29(43)25-27(37)7-9-31-33(37)13-21-39(3)35(31)15-23-41(39,45)17-5-6-18-42(46)24-16-36-32-10-8-28-26-30(44)12-20-38(28,2)34(32)14-22-40(36,42)4/h5-6,25-26,31-36,45-46H,7-24H2,1-4H3/b6-5+/t31?,32?,33?,34?,35?,36?,37-,38-,39-,40-,41-,42-/m0/s1",C[C@]12CCC(=O)C=C1CCC3C2CC[C@]4(C3CC[C@]4(C/C=C/C[C@@]5(CCC6[C@@]5(CCC7C6CCC8=CC(=O)CC[C@]78C)C)O)O)C,ZJJCNRCQQQXOBE-QBXJIERBSA-N,"(10R,13S,17R)-17-hydroxy-17-[(E)-4-[(10R,13S,17R)-17-hydroxy-10,13-dimethyl-3-oxo-2,6,7,8,9,11,12,14,15,16-decahydro-1H-cyclopenta[a]phenanthren-17-yl]but-2-enyl]-10,13-dimethyl-2,6,7,8,9,11,12,14,15,16-decahydro-1H-cyclopenta[a]phenanthren-3-one",,,,AbaChemScene|MedChemexpress MCE,Chemical Vendors,,628.9,74.6,1300,7.1,46,2,4,4,628.449158,628.449158,0,1,0,12,6,6,1,1,0,0,0,0,0,20231008
168510441,Anticancer agent 153,Anticancer agent 153|HY-155964|CS-0890660,C16H11Cl2N3O3,"InChI=1S/C16H11Cl2N3O3/c17-14-4-2-12(5-15(14)18)21-7-11(19-20-21)9-24-13-3-1-10(8-22)16(23)6-13/h1-8,23H,9H2",C1=CC(=C(C=C1N2C=C(N=N2)COC3=CC(=C(C=C3)C=O)O)Cl)Cl,SFSPZPMEYFDVSG-UHFFFAOYSA-N,"4-[[1-(3,4-dichlorophenyl)triazol-4-yl]methoxy]-2-hydroxybenzaldehyde",,,,AbaChemScene|BLD Pharm|MedChemexpress MCE,Chemical Vendors,,364.2,77.2,431,3.8,24,1,5,5,363.017761,363.017761,0,1,0,0,0,0,0,0,0,0,0,0,0,20231008
168355509,Anticancer agent 105,Anticancer agent 105|2450987-57-0|orb2278279|CHEMBL5438516|HY-149949|CS-0737894,C25H24KN3O6S,"InChI=1S/C25H25N3O6S.K/c1-3-34-25(32)21-16-6-4-5-7-20(16)35-24(21)28-18(22(30)17(13-26)23(27)31)12-19(29)14-8-10-15(33-2)11-9-14;/h8-12,28,30H,3-7H2,1-2H3,(H2,27,31);/q;+1/p-1/b18-12-,22-17-;",CCOC(=O)C1=C(SC2=C1CCCC2)N/C(=C\C(=O)C3=CC=C(C=C3)OC)/C(=C(\C#N)/C(=O)N)/[O-].[K+],YNTQHSIVXOWQKC-GGQHYGGTSA-M,"potassium (2Z,4Z)-1-amino-2-cyano-4-[(3-ethoxycarbonyl-4,5,6,7-tetrahydro-1-benzothiophen-2-yl)amino]-6-(4-methoxyphenyl)-1,6-dioxohexa-2,4-dien-3-olate",,Biological Test Results|Literature,1974363|1974364|1974365|1974366|1974367|1974371|1974372|1974373|1974374|1974375|1974376|1974377|1974378|1974379|1974380|1974381|1974382|1974383|1974384|1974385|1974386|1974387|1974388|1974389|1974390|1974391|1974392|1974393|1974394|1974395|1974396|1974397|1974398|1974399|1974400|1974401|1974402|1974403|1974404|1974405|1974406|1974407|1974408|1974409,AbaChemScene|Biorbyt|BLD Pharm|ChEMBL|MedChemexpress MCE|TargetMol,Chemical Vendors|Curation Efforts|Research and Development,,533.6,183.0,937,,36,2,9,10,533.102295,533.102295,0,2,0,0,0,0,2,2,0,1,0,0,2,20230706
168355649,Anticancer agent 112,Anticancer agent 112|2495321-37-2|orb1941678|HY-154799|CS-0774654,C27H32ClN7O,"InChI=1S/C27H32ClN7O/c1-6-26-31-15-19(35(26)5)16-34(4)27(36)21-14-25(33-23-8-7-18(28)13-20(21)23)24-10-9-22(17(2)32-24)30-12-11-29-3/h7-10,13-15,29-30H,6,11-12,16H2,1-5H3",CCC1=NC=C(N1C)CN(C)C(=O)C2=CC(=NC3=C2C=C(C=C3)Cl)C4=NC(=C(C=C4)NCCNC)C,YJFLQKMHIPQYFS-UHFFFAOYSA-N,6-chloro-N-[(2-ethyl-3-methylimidazol-4-yl)methyl]-N-methyl-2-[6-methyl-5-[2-(methylamino)ethylamino]-2-pyridinyl]quinoline-4-carboxamide,,,,AbaChemScene|Biorbyt|MedChemexpress MCE|TargetMol,Chemical Vendors,,506.0,88.0,714,3.3,36,2,6,9,505.235687,505.235687,0,1,0,0,0,0,0,0,0,0,0,0,0,20230706
168679752,Anticancer agent 160,Anticancer agent 160|HY-156186|CS-0896639,C28H29NO6,"InChI=1S/C28H29NO6/c1-15-9-10-19-23(25(2)20(30)11-12-27(15,25)34)35-24(33)26(19)14-16-6-5-13-29(16)28(26)21(31)17-7-3-4-8-18(17)22(28)32/h3-4,7-8,11-12,15-16,19,23,34H,5-6,9-10,13-14H2,1-2H3/t15-,16+,19+,23+,25-,26-,27+/m0/s1",C[C@H]1CC[C@@H]2[C@H]([C@]3([C@]1(C=CC3=O)O)C)OC(=O)[C@]24C[C@H]5CCCN5C46C(=O)C7=CC=CC=C7C6=O,PTUHUUCAERNUDZ-CWMGOPMASA-N,,,,,AbaChemScene|MedChemexpress MCE,Chemical Vendors,,475.5,101.0,1070,2.5,35,1,7,0,475.199493,475.199493,0,1,0,7,7,0,0,0,0,0,0,0,0,20231030
